# This file was produced by the NASA Exoplanet Archive  http://exoplanetarchive.ipac.caltech.edu
# Sun Nov  4 06:50:47 2018
#
# COLUMN pl_hostname:    Host Name
# COLUMN pl_letter:      Planet Letter
# COLUMN pl_name:        Planet Name
# COLUMN pl_discmethod:  Discovery Method
# COLUMN pl_pnum:        Number of Planets in System
# COLUMN pl_orbper:      Orbital Period [days]
# COLUMN pl_orbsmax:     Orbit Semi-Major Axis [AU])
# COLUMN pl_orbeccen:    Eccentricity
# COLUMN pl_orbincl:     Inclination [deg]
# COLUMN pl_bmassj:      Planet Mass or M*sin(i) [Jupiter mass]
# COLUMN pl_bmassprov:   Planet Mass or M*sin(i) Provenance
# COLUMN pl_radj:        Planet Radius [Jupiter radii]
# COLUMN pl_dens:        Planet Density [g/cm**3]
# COLUMN pl_ttvflag:     TTV Flag
# COLUMN pl_kepflag:     Kepler Field Flag
# COLUMN pl_k2flag:      K2 Mission Flag
# COLUMN pl_nnotes:      Number of Notes
# COLUMN ra_str:         RA [sexagesimal]
# COLUMN ra:             RA [decimal degrees]
# COLUMN dec_str:        Dec [sexagesimal]
# COLUMN dec:            Dec [decimal degrees]
# COLUMN st_dist:        Distance [pc]
# COLUMN st_optmag:      Optical Magnitude [mag]
# COLUMN st_optband:     Optical Magnitude Band
# COLUMN gaia_gmag:      G-band (Gaia) [mag]
# COLUMN st_teff:        Effective Temperature [K]
# COLUMN st_mass:        Stellar Mass [Solar mass]
# COLUMN st_rad:         Stellar Radius [Solar radii]
# COLUMN rowupdate:      Date of Last Update
# COLUMN pl_facility:    Discovery Facility
#
loc_rowid,pl_hostname,pl_letter,pl_name,pl_discmethod,pl_pnum,pl_orbper,pl_orbsmax,pl_orbeccen,pl_orbincl,pl_bmassj,pl_bmassprov,pl_radj,pl_dens,pl_ttvflag,pl_kepflag,pl_k2flag,pl_nnotes,ra_str,ra,dec_str,dec,st_dist,st_optmag,st_optband,gaia_gmag,st_teff,st_mass,st_rad,rowupdate,pl_facility
3011,Kepler-618,b,Kepler-618 b,Transit,1,3.59576964,,,,,,0.232,,0,1,0,1,19h04m59.96s,286.249817,+48d03m39.4s,48.060940,1115.00,14.827,Kepler-band,14.804,5860.00,1.05,1.08,2016-05-10,Kepler
3012,Kepler-619,b,Kepler-619 b,Transit,2,5.40427220,,,,,,0.282,,0,1,0,1,19h23m23.77s,290.849058,+48d24m57.7s,48.416016,1111.00,14.697,Kepler-band,14.670,5980.00,1.09,1.11,2016-05-10,Kepler
3013,Kepler-619,c,Kepler-619 c,Transit,2,1.20846503,,,,,,0.151,,0,1,0,1,19h23m23.77s,290.849058,+48d24m57.7s,48.416016,1111.00,14.697,Kepler-band,14.670,5980.00,1.09,1.11,2016-05-10,Kepler
3014,Kepler-62,b,Kepler-62 b,Transit,5,5.71493200,0.055300,,89.200,0.03000,Mass,0.117,,0,1,0,1,18h52m51.06s,283.212747,+45d20m59.5s,45.349865,368.00,13.725,Kepler-band,13.720,4925.00,0.69,0.64,2014-05-14,Kepler
3015,Kepler-62,c,Kepler-62 c,Transit,5,12.44170000,0.092900,,89.700,0.01300,Mass,0.048,,0,1,0,1,18h52m51.06s,283.212747,+45d20m59.5s,45.349865,368.00,13.725,Kepler-band,13.720,4925.00,0.69,0.64,2014-05-14,Kepler
3016,Kepler-62,d,Kepler-62 d,Transit,5,18.16406000,0.120000,,89.700,0.04400,Mass,0.174,,0,1,0,1,18h52m51.06s,283.212747,+45d20m59.5s,45.349865,368.00,13.725,Kepler-band,13.720,4925.00,0.69,0.64,2014-05-14,Kepler
3017,Kepler-62,e,Kepler-62 e,Transit,5,122.38740000,0.427000,,89.980,0.11300,Mass,0.144,,0,1,0,1,18h52m51.06s,283.212747,+45d20m59.5s,45.349865,368.00,13.725,Kepler-band,13.720,4925.00,0.69,0.64,2014-05-14,Kepler
3018,Kepler-62,f,Kepler-62 f,Transit,5,267.29100000,0.718000,,89.900,0.11000,Mass,0.126,,0,1,0,1,18h52m51.06s,283.212747,+45d20m59.5s,45.349865,368.00,13.725,Kepler-band,13.720,4925.00,0.69,0.64,2014-05-14,Kepler
3019,Kepler-620,b,Kepler-620 b,Transit,1,12.91375431,,,,,,0.296,,0,1,0,1,19h24m38.25s,291.159391,+51d20m05.5s,51.334866,1241.00,14.647,Kepler-band,14.638,6155.00,1.15,1.22,2016-05-10,Kepler
3020,Kepler-621,b,Kepler-621 b,Transit,1,2.62811375,,,,,,0.205,,0,1,0,1,19h23m42.55s,290.927286,+39d54m50.9s,39.914145,389.00,14.915,Kepler-band,14.896,4521.00,0.72,0.68,2016-05-10,Kepler
3021,Kepler-622,b,Kepler-622 b,Transit,1,14.28226676,,,,,,0.190,,0,1,0,1,18h57m54.83s,284.478472,+40d55m59.2s,40.933110,259.00,14.672,Kepler-band,14.652,4201.00,0.64,0.61,2016-05-10,Kepler
3022,Kepler-623,b,Kepler-623 b,Transit,1,9.07097734,,,,,,0.269,,0,1,0,1,19h47m56.81s,296.986721,+47d28m38.6s,47.477390,811.00,14.959,Kepler-band,14.963,5443.00,0.90,0.86,2016-05-10,Kepler
3023,Kepler-624,b,Kepler-624 b,Transit,1,14.58649607,,,,,,0.206,,0,1,0,1,19h40m46.41s,295.193389,+39d32m22.8s,39.539677,731.00,13.490,Kepler-band,13.457,6117.00,1.10,1.18,2016-05-10,Kepler
3024,Kepler-625,b,Kepler-625 b,Transit,2,7.75192492,,,,,,0.178,,0,1,0,1,19h28m36.11s,292.150459,+39d38m15.3s,39.637581,502.00,13.307,Kepler-band,13.264,5789.00,1.04,0.96,2016-05-10,Kepler
3025,Kepler-625,c,Kepler-625 c,Transit,2,4.16536510,,,,,,0.094,,0,1,0,1,19h28m36.11s,292.150459,+39d38m15.3s,39.637581,502.00,13.307,Kepler-band,13.264,5789.00,1.04,0.96,2016-05-10,Kepler
3026,Kepler-626,b,Kepler-626 b,Transit,1,14.48585199,,,,,,0.204,,0,1,0,1,19h14m47.68s,288.698651,+39d42m29.8s,39.708288,690.00,13.946,Kepler-band,13.943,5813.00,1.01,1.05,2016-05-10,Kepler
3027,Kepler-627,b,Kepler-627 b,Transit,1,40.69944430,,,,,,0.333,,0,1,0,1,19h28m25.03s,292.104279,+39d46m04.5s,39.767914,1143.00,13.949,Kepler-band,13.949,6424.00,1.30,1.49,2016-05-10,Kepler
3028,Kepler-628,b,Kepler-628 b,Transit,1,15.45805670,,,,,,0.749,,0,1,0,1,19h21m47.82s,290.449257,+39d51m17.3s,39.854802,579.00,13.398,Kepler-band,13.056,5721.00,1.00,1.28,2016-05-10,Kepler
3029,Kepler-629,b,Kepler-629 b,Transit,1,7.23858540,,,,,,0.123,,0,1,0,1,19h17m40.28s,289.417832,+39d56m42.0s,39.945013,383.00,13.359,Kepler-band,13.358,5444.00,0.93,0.84,2016-05-10,Kepler
3030,Kepler-63,b,Kepler-63 b,Transit,1,9.43415050,0.080000,0.450000,87.806,0.37800,Mass,0.545,3.00000,0,1,0,1,19h16m54.28s,289.226179,+49d32m53.5s,49.548203,200.00,12.020,V (Johnson),11.535,5576.00,0.98,0.90,2014-05-14,Kepler
3031,Kepler-630,b,Kepler-630 b,Transit,1,161.47439370,,,,,,0.284,,0,1,0,1,19h33m42.49s,293.427043,+39d56m32.8s,39.942437,657.00,13.871,Kepler-band,13.852,5829.00,1.02,1.04,2016-05-10,Kepler
3032,Kepler-631,b,Kepler-631 b,Transit,1,17.97979059,,,,,,0.259,,0,1,0,1,19h47m32.58s,296.885757,+40d13m41.6s,40.228233,843.00,13.500,Kepler-band,13.493,6185.00,1.24,1.33,2016-05-10,Kepler
3033,Kepler-632,b,Kepler-632 b,Transit,1,30.99660733,,,,,,0.197,,0,1,0,1,19h49m00.63s,297.252613,+40d17m19.0s,40.288605,349.00,13.332,Kepler-band,,5322.00,0.91,0.84,2016-05-10,Kepler
3034,Kepler-633,b,Kepler-633 b,Transit,1,8.50340718,,,,,,0.145,,0,1,0,1,19h40m52.18s,295.217437,+40d35m32.1s,40.592251,634.00,13.716,Kepler-band,,5899.00,1.02,1.15,2016-05-10,Kepler
3035,Kepler-634,b,Kepler-634 b,Transit,1,5.16950177,,,,,,0.169,,0,1,0,1,19h24m46.82s,291.195065,+40d42m09.7s,40.702706,757.00,13.550,Kepler-band,13.492,6075.00,1.03,1.24,2016-05-10,Kepler
3036,Kepler-635,b,Kepler-635 b,Transit,1,23.44971004,,,,,,0.236,,0,1,0,1,19h19m05.58s,289.773247,+40d48m02.6s,40.800724,826.00,13.310,Kepler-band,13.264,6174.00,1.33,1.51,2016-05-10,Kepler
3037,Kepler-636,b,Kepler-636 b,Transit,1,16.08066115,,,,,,0.397,,0,1,0,1,19h34m22.05s,293.591889,+41d05m42.6s,41.095161,341.00,13.653,Kepler-band,,5203.00,0.85,0.80,2016-05-10,Kepler
3038,Kepler-637,b,Kepler-637 b,Transit,1,23.20584623,,,,,,0.424,,0,1,0,1,19h29m40.14s,292.417233,+41d25m00.8s,41.416882,1575.00,13.413,Kepler-band,13.329,6096.00,1.64,2.56,2016-05-10,Kepler
3039,Kepler-638,b,Kepler-638 b,Transit,1,6.07972888,,,,,,0.163,,0,1,0,1,18h59m40.66s,284.919429,+41d37m01.9s,41.617195,426.00,13.532,Kepler-band,13.519,5382.00,0.88,0.93,2016-05-10,Kepler
3040,Kepler-639,b,Kepler-639 b,Transit,1,10.21420496,,,,,,0.212,,0,1,0,1,19h28m44.85s,292.186888,+41d43m37.3s,41.727039,680.00,13.336,Kepler-band,13.269,5896.00,1.14,1.29,2016-05-10,Kepler
3041,Kepler-640,b,Kepler-640 b,Transit,1,22.24813967,,,,,,0.228,,0,1,0,1,19h44m07.73s,296.032191,+42d07m54.0s,42.131680,538.00,13.721,Kepler-band,13.687,5653.00,1.01,0.94,2016-05-10,Kepler
3042,Kepler-641,b,Kepler-641 b,Transit,1,9.48961571,,,,,,0.165,,0,1,0,1,19h27m17.64s,291.823482,+42d30m58.4s,42.516216,673.00,13.774,Kepler-band,13.763,5713.00,1.02,1.13,2016-05-10,Kepler
3043,Kepler-642,b,Kepler-642 b,Transit,1,4.41745855,,,,,,0.259,,0,1,0,1,19h35m20.29s,293.834559,+42d37m29.9s,42.624962,1022.00,13.343,Kepler-band,13.295,6570.00,1.40,1.66,2016-05-10,Kepler
3044,Kepler-643,b,Kepler-643 b,Transit,1,16.33889626,,,,,,0.906,,0,1,0,1,19h21m18.56s,290.327325,+42d53m53.8s,42.898281,1029.00,13.781,Kepler-band,13.769,4908.00,1.00,2.52,2016-05-10,Kepler
3045,Kepler-644,b,Kepler-644 b,Transit,1,3.17391710,,,,,,0.281,,0,1,0,1,19h41m54.18s,295.475743,+43d29m35.3s,43.493137,1413.00,13.949,Kepler-band,13.960,6747.00,1.49,1.81,2016-05-10,Kepler
3046,Kepler-645,b,Kepler-645 b,Transit,1,3.27582262,,,,,,0.187,,0,1,0,1,19h21m17.46s,290.322766,+44d02m08.9s,44.035809,901.00,13.992,Kepler-band,14.031,6170.00,1.13,1.21,2016-05-10,Kepler
3047,Kepler-646,b,Kepler-646 b,Transit,1,15.87364565,,,,,,0.178,,0,1,0,1,19h21m53.12s,290.471339,+44d23m13.5s,44.387085,513.00,13.766,Kepler-band,13.765,5634.00,0.93,0.91,2016-05-10,Kepler
3048,Kepler-647,b,Kepler-647 b,Transit,1,16.22546490,,,,,,0.104,,0,1,0,1,18h59m09.19s,284.788295,+44d35m30.0s,44.591675,789.00,13.965,Kepler-band,13.935,6020.00,1.03,1.07,2016-05-10,Kepler
3049,Kepler-648,b,Kepler-648 b,Transit,1,17.42117490,,,,,,0.287,,0,1,0,1,18h55m35.92s,283.899655,+45d01m00.8s,45.016888,665.00,13.939,Kepler-band,13.915,5741.00,1.05,0.98,2016-05-10,Kepler
3050,Kepler-649,b,Kepler-649 b,Transit,1,29.90722674,,,,,,0.202,,0,1,0,1,19h02m37.42s,285.655936,+45d04m46.4s,45.079556,525.00,13.437,Kepler-band,13.394,5871.00,0.97,0.94,2016-05-10,Kepler
3051,Kepler-65,b,Kepler-65 b,Transit,3,2.15491000,0.035000,,,,,0.127,,0,1,0,1,19h14m45.29s,288.688700,+41d09m04.2s,41.151173,291.00,11.018,Kepler-band,10.966,6211.00,1.25,1.41,2014-05-14,Kepler
3052,Kepler-65,c,Kepler-65 c,Transit,3,5.85994400,0.068000,,,,,0.230,,1,1,0,1,19h14m45.29s,288.688700,+41d09m04.2s,41.151173,291.00,11.018,Kepler-band,10.966,6211.00,1.25,1.41,2014-05-14,Kepler
3053,Kepler-65,d,Kepler-65 d,Transit,3,8.13123000,0.084000,,,,,0.136,,1,1,0,1,19h14m45.29s,288.688700,+41d09m04.2s,41.151173,291.00,11.018,Kepler-band,10.966,6211.00,1.25,1.41,2014-05-14,Kepler
3054,Kepler-650,b,Kepler-650 b,Transit,1,3.03214559,,,,,,0.264,,0,1,0,1,19h16m00.21s,289.000875,+45d09m15.4s,45.154270,805.00,13.684,Kepler-band,14.124,5849.00,1.08,1.35,2016-05-10,Kepler
3055,Kepler-651,b,Kepler-651 b,Transit,1,21.38521506,,,,,,0.211,,0,1,0,1,19h09m19.87s,287.332790,+46d12m12.6s,46.203500,537.00,13.940,Kepler-band,13.962,5522.00,0.92,0.87,2016-05-10,Kepler
3056,Kepler-652,b,Kepler-652 b,Transit,1,4.18200253,,,,,,0.222,,0,1,0,1,19h12m01.95s,288.008110,+46d28m24.8s,46.473557,423.00,13.393,Kepler-band,13.435,5490.00,0.97,0.88,2016-05-10,Kepler
3057,Kepler-653,b,Kepler-653 b,Transit,2,14.70748976,,,,,,0.174,,0,1,0,1,18h48m51.10s,282.212930,+46d43m04.1s,46.717819,593.00,13.387,Kepler-band,13.346,5665.00,1.02,1.19,2016-05-10,Kepler
3058,Kepler-653,c,Kepler-653 c,Transit,2,0.90037648,,,,,,0.070,,0,1,0,1,18h48m51.10s,282.212930,+46d43m04.1s,46.717819,593.00,13.387,Kepler-band,13.346,5665.00,1.02,1.19,2016-05-10,Kepler
3059,Kepler-654,b,Kepler-654 b,Transit,1,13.72465129,,,,,,0.185,,0,1,0,1,19h48m16.42s,297.068412,+46d50m03.4s,46.834278,661.00,13.645,Kepler-band,13.661,5865.00,1.04,1.11,2016-05-10,Kepler
3060,Kepler-655,b,Kepler-655 b,Transit,1,46.40633580,,,,,,0.242,,0,1,0,1,19h49m02.18s,297.259092,+46d50m35.5s,46.843193,783.00,13.489,Kepler-band,13.464,6170.00,1.15,1.24,2016-05-10,Kepler
3061,Kepler-656,b,Kepler-656 b,Transit,1,1.26025909,,,,,,0.278,,0,1,0,1,19h13m18.70s,288.327899,+47d22m53.7s,47.381592,867.00,15.342,Kepler-band,15.337,5281.00,0.86,0.82,2016-05-10,Kepler
3062,Kepler-657,b,Kepler-657 b,Transit,1,24.54350418,,,,,,0.314,,0,1,0,1,19h24m47.35s,291.197299,+47d18m28.1s,47.307800,1244.00,15.344,Kepler-band,15.319,5808.00,1.01,1.01,2016-05-10,Kepler
3063,Kepler-658,b,Kepler-658 b,Transit,1,1.28707676,,,,,,0.145,,0,1,0,1,18h51m56.11s,282.983790,+47d34m42.9s,47.578590,341.00,15.488,Kepler-band,15.491,4103.00,0.63,0.60,2016-05-10,Kepler
3064,Kepler-659,b,Kepler-659 b,Transit,1,17.67179600,,,,,,0.223,,0,1,0,1,19h10m25.97s,287.608202,+47d30m34.9s,47.509686,688.00,15.556,Kepler-band,15.566,4870.00,0.79,0.74,2016-05-10,Kepler
3065,Kepler-66,b,Kepler-66 b,Transit,1,17.81581500,0.135200,,,,,0.250,,0,1,0,1,19h35m55.58s,293.981569,+46d41m15.9s,46.687748,1107.00,15.300,V (Johnson),15.147,5962.00,1.04,0.97,2014-05-14,Kepler
3066,Kepler-660,b,Kepler-660 b,Transit,1,9.27358194,,,,,,0.229,,0,1,0,1,19h12m33.18s,288.138262,+47d43m28.0s,47.724453,564.00,15.302,Kepler-band,15.264,4779.00,0.75,0.71,2016-05-10,Kepler
3067,Kepler-661,b,Kepler-661 b,Transit,1,6.02930132,,,,,,0.274,,0,1,0,1,18h54m50.61s,283.710881,+47d51m47.8s,47.863270,558.00,15.784,Kepler-band,15.800,4483.00,0.70,0.67,2016-05-10,Kepler
3068,Kepler-662,b,Kepler-662 b,Transit,1,21.67697486,,,,,,0.194,,0,1,0,1,19h21m51.63s,290.465134,+47d55m45.0s,47.929180,641.00,15.377,Kepler-band,15.374,4897.00,0.79,0.74,2016-05-10,Kepler
3069,Kepler-663,b,Kepler-663 b,Transit,1,4.99678284,,,,,,0.232,,0,1,0,1,19h51m13.98s,297.808262,+47d56m48.0s,47.946671,1030.00,15.861,Kepler-band,15.869,5264.00,0.86,0.82,2016-05-10,Kepler
3070,Kepler-664,b,Kepler-664 b,Transit,1,2.52559332,,,,,,0.237,,0,1,0,1,19h15m01.17s,288.754887,+48d13m34.3s,48.226200,1386.00,15.509,Kepler-band,15.499,5754.00,1.01,1.02,2016-05-10,Kepler
3071,Kepler-665,b,Kepler-665 b,Transit,1,16.01310205,,,,,,0.232,,0,1,0,1,19h48m06.15s,297.025630,+48d28m42.9s,48.478596,651.00,15.390,Kepler-band,15.402,4913.00,0.79,0.74,2016-05-10,Kepler
3072,Kepler-666,b,Kepler-666 b,Transit,1,4.49876092,,,,,,0.214,,0,1,0,1,19h53m49.64s,298.456840,+48d47m29.7s,48.791592,1330.00,15.395,Kepler-band,15.341,5887.00,1.03,1.05,2016-05-10,Kepler
3073,Kepler-667,b,Kepler-667 b,Transit,1,41.43962808,,,,,,0.422,,0,1,0,1,19h42m13.21s,295.555049,+49d01m02.4s,49.017342,907.00,15.400,Kepler-band,15.362,5327.00,0.91,0.87,2016-05-10,Kepler
3074,Kepler-668,b,Kepler-668 b,Transit,1,8.35390639,,,,,,0.241,,0,1,0,1,19h01m59.82s,285.499250,+49d16m38.5s,49.277348,877.00,15.317,Kepler-band,15.293,5352.00,0.87,0.82,2016-05-10,Kepler
3075,Kepler-669,b,Kepler-669 b,Transit,1,4.12554687,,,,,,0.431,,0,1,0,1,19h27m44.68s,291.936173,+49d15m14.3s,49.253986,1778.00,15.506,Kepler-band,15.482,6038.00,1.15,1.20,2016-05-10,Kepler
3076,Kepler-67,b,Kepler-67 b,Transit,1,15.72590000,0.117100,,,,,0.262,,0,1,0,1,19h36m36.80s,294.153336,+46d09m59.2s,46.166438,1107.00,16.400,V (Johnson),16.172,5331.00,0.86,0.78,2014-05-14,Kepler
3077,Kepler-670,b,Kepler-670 b,Transit,1,2.81650485,,,,,,1.176,,0,1,0,1,19h48m03.71s,297.015468,+49d13m31.1s,49.225292,980.00,15.052,Kepler-band,15.027,5709.00,0.99,0.99,2016-05-10,Kepler
3078,Kepler-671,b,Kepler-671 b,Transit,1,4.28095859,,,,,,0.240,,0,1,0,1,19h37m03.79s,294.265808,+49d18m50.7s,49.314091,1139.00,15.356,Kepler-band,15.358,5624.00,0.97,0.95,2016-05-10,Kepler
3079,Kepler-672,b,Kepler-672 b,Transit,1,38.37746230,,,,,,0.223,,0,1,0,1,19h26m53.28s,291.722008,+49d28m51.2s,49.480877,1011.00,15.172,Kepler-band,15.131,5627.00,0.95,0.92,2016-05-10,Kepler
3080,Kepler-673,b,Kepler-673 b,Transit,1,3.72873109,,,,,,0.583,,0,1,0,1,19h23m08.58s,290.785759,+50d03m14.8s,50.054119,978.00,15.523,Kepler-band,15.506,5355.00,0.88,0.84,2016-05-10,Kepler
3081,Kepler-674,b,Kepler-674 b,Transit,1,2.24338185,,,,,,0.151,,0,1,0,1,19h00m42.29s,285.176211,+50d08m59.3s,50.149818,302.00,15.135,Kepler-band,15.127,4192.00,0.60,0.57,2016-05-10,Kepler
3082,Kepler-675,b,Kepler-675 b,Transit,1,2.33743801,,,,,,0.218,,0,1,0,1,19h35m20.00s,293.833326,+50d13m49.3s,50.230354,651.00,15.334,Kepler-band,15.336,4945.00,0.79,0.75,2016-05-10,Kepler
3083,Kepler-676,b,Kepler-676 b,Transit,1,11.59822172,,,,,,0.271,,0,1,0,1,19h44m53.27s,296.221970,+50d17m14.1s,50.287237,243.00,15.937,Kepler-band,15.879,3701.00,0.51,0.49,2016-05-10,Kepler
3084,Kepler-677,b,Kepler-677 b,Transit,1,6.57531678,,,,,,0.480,,0,1,0,1,19h20m23.54s,290.098067,+50d19m17.8s,50.321609,1180.00,15.312,Kepler-band,15.297,5723.00,1.00,0.99,2016-05-10,Kepler
3085,Kepler-678,b,Kepler-678 b,Transit,1,7.27503724,,,,,,0.459,,0,1,0,1,19h41m49.27s,295.455293,+50d29m40.4s,50.494560,875.00,15.080,Kepler-band,15.061,5520.00,0.94,0.91,2016-05-10,Kepler
3086,Kepler-679,b,Kepler-679 b,Transit,1,12.39358604,,,,,,0.269,,0,1,0,1,19h44m05.12s,296.021342,+50d34m04.0s,50.567783,968.00,15.505,Kepler-band,15.529,5403.00,0.87,0.84,2016-05-10,Kepler
3087,Kepler-68,b,Kepler-68 b,Transit,3,5.39876000,,0.000000,87.600,0.02000,Mass,0.210,,0,1,0,1,19h24m07.75s,291.032305,+49d02m25.0s,49.040272,135.00,9.990,V (Johnson),9.934,5793.00,1.19,1.28,2018-04-26,Kepler
3088,Kepler-68,c,Kepler-68 c,Transit,3,9.60504000,,,,0.02265,Mass,0.089,,0,1,0,1,19h24m07.75s,291.032305,+49d02m25.0s,49.040272,135.00,9.990,V (Johnson),9.934,5793.00,1.19,1.28,2016-10-27,Kepler
3089,Kepler-68,d,Kepler-68 d,Radial Velocity,3,625.00000000,,,,0.84007,Mass,,,0,1,0,0,19h24m07.75s,291.032305,+49d02m25.0s,49.040272,135.00,9.990,V (Johnson),9.934,5793.00,1.19,1.28,2016-10-27,W. M. Keck Observatory
3090,Kepler-680,b,Kepler-680 b,Transit,1,3.68992629,,,,,,0.216,,0,1,0,1,19h26m29.38s,291.622410,+50d37m05.7s,50.618237,1342.00,15.242,Kepler-band,15.215,5890.00,1.08,1.11,2016-05-10,Kepler
3091,Kepler-681,b,Kepler-681 b,Transit,1,26.39435646,,,,,,0.275,,0,1,0,1,19h17m35.93s,289.399721,+51d15m01.2s,51.250324,666.00,15.234,Kepler-band,15.227,5021.00,0.80,0.76,2016-05-10,Kepler
3092,Kepler-682,b,Kepler-682 b,Transit,1,12.61190667,,,,,,0.658,,0,1,0,1,19h16m26.93s,289.112222,+51d44m14.6s,51.737381,951.00,15.140,Kepler-band,15.117,5559.00,0.92,0.89,2016-05-10,Kepler
3093,Kepler-683,b,Kepler-683 b,Transit,1,2.53918318,,,,,,0.176,,0,1,0,1,19h25m45.60s,291.439982,+37d54m20.4s,37.905656,976.00,15.026,Kepler-band,15.001,5703.00,0.96,0.95,2016-05-10,Kepler
3094,Kepler-684,b,Kepler-684 b,Transit,1,6.77030201,,,,,,0.300,,0,1,0,1,19h23m28.92s,290.870517,+38d16m25.1s,38.273635,1066.00,15.591,Kepler-band,15.579,5493.00,0.89,0.86,2016-05-10,Kepler
3095,Kepler-685,b,Kepler-685 b,Transit,1,1.62552220,,,,,,0.944,,0,1,0,1,19h35m29.26s,293.871930,+38d25m22.6s,38.422949,1145.00,15.001,Kepler-band,15.019,5963.00,1.11,1.16,2016-05-10,Kepler
3096,Kepler-686,b,Kepler-686 b,Transit,1,1.59474546,,,,,,1.084,,0,1,0,1,19h00m51.31s,285.213807,+39d01m38.9s,39.027485,1203.00,15.530,Kepler-band,15.524,5649.00,0.94,0.92,2016-05-10,Kepler
3097,Kepler-687,b,Kepler-687 b,Transit,1,20.50586978,,,,,,0.314,,0,1,0,1,19h17m15.71s,289.315452,+39d09m11.8s,39.153285,628.00,15.398,Kepler-band,15.394,4841.00,0.77,0.73,2016-05-10,Kepler
3098,Kepler-688,b,Kepler-688 b,Transit,1,3.89593684,,,,,,0.871,,0,1,0,1,19h38m37.26s,294.655242,+39d18m30.1s,39.308366,1247.00,15.725,Kepler-band,15.732,5715.00,0.98,0.96,2016-05-10,Kepler
3099,Kepler-689,b,Kepler-689 b,Transit,1,22.36656079,,,,,,0.258,,0,1,0,1,19h38m50.55s,294.710624,+39d31m18.3s,39.521744,1044.00,15.583,Kepler-band,15.592,5518.00,0.91,0.88,2016-05-10,Kepler
3100,Kepler-69,b,Kepler-69 b,Transit,2,13.72234100,0.094000,0.160000,89.620,,,0.200,,0,1,0,1,19h33m02.63s,293.260938,+44d52m08.0s,44.868896,584.00,14.000,V (Johnson),13.712,5638.00,0.81,0.93,2014-05-14,Kepler
3101,Kepler-69,c,Kepler-69 c,Transit,2,242.46130000,0.640000,0.140000,89.850,,,0.153,,0,1,0,1,19h33m02.63s,293.260938,+44d52m08.0s,44.868896,584.00,14.000,V (Johnson),13.712,5638.00,0.81,0.93,2014-05-14,Kepler
3102,Kepler-690,b,Kepler-690 b,Transit,1,7.74809437,,,,,,0.531,,0,1,0,1,19h37m57.58s,294.489906,+39d46m17.2s,39.771446,1653.00,15.670,Kepler-band,15.672,5913.00,1.11,1.16,2016-05-10,Kepler
3103,Kepler-691,b,Kepler-691 b,Transit,1,8.11437900,,,,,,0.186,,0,1,0,1,19h15m14.88s,288.812003,+40d02m00.2s,40.033398,239.00,15.877,Kepler-band,15.838,3715.00,0.53,0.50,2016-05-10,Kepler
3104,Kepler-692,b,Kepler-692 b,Transit,1,21.81293494,,,,,,0.277,,0,1,0,1,19h39m06.44s,294.776840,+40d09m13.5s,40.153738,1000.00,15.540,Kepler-band,15.550,5440.00,0.90,0.86,2016-05-10,Kepler
3105,Kepler-693,b,Kepler-693 b,Transit,1,15.37563332,,,,,,0.908,,0,1,0,1,18h53m00.85s,283.253557,+40d21m29.5s,40.358196,1002.00,16.422,Kepler-band,16.414,4881.00,0.76,0.72,2016-05-10,Kepler
3106,Kepler-694,b,Kepler-694 b,Transit,1,6.36584161,,,,,,0.250,,0,1,0,1,19h24m35.88s,291.149507,+40d25m13.9s,40.420518,1023.00,15.090,Kepler-band,15.086,5700.00,0.97,0.95,2016-05-10,Kepler
3107,Kepler-695,b,Kepler-695 b,Transit,1,3.04033042,,,,,,0.822,,0,1,0,1,19h57m15.86s,299.316097,+40d49m20.5s,40.822362,620.00,15.028,Kepler-band,15.113,5181.00,0.84,0.80,2016-05-10,Kepler
3108,Kepler-696,b,Kepler-696 b,Transit,1,4.19042557,,,,,,0.548,,0,1,0,1,19h33m59.19s,293.496610,+41d08m15.3s,41.137592,1285.00,15.270,Kepler-band,15.239,5903.00,1.06,1.08,2016-05-10,Kepler
3109,Kepler-697,b,Kepler-697 b,Transit,1,3.70987065,,,,,,0.368,,0,1,0,1,18h55m27.45s,283.864390,+41d20m47.2s,41.346458,1091.00,15.581,Kepler-band,15.546,5513.00,0.92,0.88,2016-05-10,Kepler
3110,Kepler-698,b,Kepler-698 b,Transit,1,16.32976218,,,,,,0.328,,0,1,0,1,19h14m02.40s,288.509997,+41d18m06.4s,41.301769,1135.00,15.447,Kepler-band,15.432,5612.00,0.94,0.91,2016-05-10,Kepler
3111,Kepler-699,b,Kepler-699 b,Transit,1,27.80756293,,,,,,1.259,,0,1,0,1,19h47m33.17s,296.888201,+41d23m45.9s,41.396091,888.00,15.482,Kepler-band,15.474,5330.00,0.81,0.78,2016-05-10,Kepler
3112,Kepler-7,b,Kepler-7 b,Transit,1,4.88548920,0.060670,,85.161,0.44100,Mass,1.622,0.14000,0,1,0,1,19h14m19.56s,288.581516,+41d05m23.3s,41.089800,907.00,12.885,Kepler-band,12.865,5933.00,1.36,1.97,2015-10-15,Kepler
3113,Kepler-700,b,Kepler-700 b,Transit,1,80.87206390,,,,,,0.534,,0,1,0,1,19h08m37.03s,287.154300,+41d33m56.8s,41.565788,1061.00,15.201,Kepler-band,15.192,5692.00,0.98,0.96,2016-05-10,Kepler
